source_sentence	target_sentence
$BrandShortName will be installed with the most common options.	$BrandShortName maa aafe kañum e cuɓe ɓurɗe wooweede.
$BrandShortName will be uninstalled from the following location:	$BrandShortName maa momte e ndee-ɗoo nokkuure:
$URL$ is in the Facebook Container.	$URL$ ina e nder Facebook Container oo.
$URL$ is not in the Facebook Container.	$URL$ alaa e nder Facebook Container oo.
% Responded in 24 hours	% Jaabaaɗe e nder waktuuji 24
% Responded in 72 hours	% Jaabaaɗe nder waktuuji 72
% Solved	% Jiiɓtaama
%(app_name)s %(app_version)s	%(app_name)s %(app_version)s
%(author)s has posted a new thread in a forum you're watching. Here is the thread:	%(author)s winndii yeewtere hesere e jakkaa mo ndewindiɗaa. Winndannde ndee nani:
%(author)s has replied to a thread you're watching. Here is their reply:	%(author)s jaabtiima yeewtere nde ngonɗaa e ndaarde. Jaabawuuji maɓɓe nani:
%(awarder)s has awarded you the %(title)s badge!	%(awarder)s yeeniima ɗakkannde ndee%(title)s!
%(city)s, %(country)s (estimated)	%(city)s, %(country)s (e ko hiisaa)
%(city)s, %(stateCode)s, %(country)s (estimated)	%(city)s, %(stateCode)s, %(country)s (e ko hiisaa)
%(country)s (estimated)	%(country)s (e ko hiisaa)
%(creator)s created a new revision to the document %(document_title)s.	%(creator)s sosii baylital kesal fiilannde %(document_title)s.
%(creator)s submitted a new revision to the document %(document_title)s.	%(creator)s naatnii baylital kesal fiilannde %(document_title)s.
"%(date)s by <a href=""%(url)s"">%(user)s</a>"	"%(date)s kala <a href=""%(url)s"">%(user)s</a>"
%(email)s created	%(email)s cosaama
%(email)s registered.	%(email)s winnditaama.
%(num)s <small>of %(total)s</small>	%(num)s<small> e %(total)s</small>
%(number)d day ago	waɗii balɗe %(number)d
%(number)d day ago	waɗii ñalawma %(number)d
%(number)d hour ago	waɗii waktu %(number)d
%(number)d hour ago	waɗii waktuuji %(number)d
%(number)d minute ago	waɗii hojom %(number)d
%(number)d minute ago	waɗii hojomaaji %(number)d
%(number)d month ago	waɗii lebbi %(number)d
%(number)d month ago	waɗii lewru %(number)d
%(number)d second ago	waɗii majaali %(number)d
%(number)d second ago	waɗii majaango %(number)d
%(number)d week ago	waɗii jonte %(number)d
%(number)d week ago	waɗii yontere %(number)d
%(number)d year ago	waɗii duuɓi %(number)d
%(number)d year ago	waɗii hitaande %(number)d
%(numerator)s <small>of %(denominator)s</small>	%(numerator)s <small>nder %(denominator)s</small>
%(numerator)s of %(denominator)s	%(numerator)s wonande %(denominator)s
%(old)s Redirect %(number)i	%(old)s Ɓennin %(number)i
%(old)s-redirect-%(number)i	%(old)s-ɓennin-%(number)i
%(permissionName)s (required)	%(permissionName)s (ena waɗɗii)
"%(recent_unanswered_count)s question in the last 24 hours has no reply. <a href=""%(url)s"">Help solve it!</a>"	"Naamnal %(recent_unanswered_count)s nder waktuuji 24 cakkitiiɗi ɗii alaa jaabawol. <a href=""%(url)s"">Wallu min ñawndude ɗum!</a>"
"%(recent_unanswered_count)s question in the last 24 hours has no reply. <a href=""%(url)s"">Help solve it!</a>"	"Naamne %(recent_unanswered_count)s nder waktuuji 24 cakkitiiɗi ɗii alaa jaabawol. <a href=""%(url)s"">Wallu min ñawndude ɗe!</a>"
"%(recent_unanswered_count)s question in the last 24 hours has no reply. <a href=""/get-involved"">Learn how to help solve it!</a>"	"Naamnal %(recent_unanswered_count)s nder waktuuji 24 cakkitiiɗi ɗii alaa jaabawol. <a href=""/get-involved"">Humpito hol no mballirtaa ñawndude ɗum!</a>"
"%(recent_unanswered_count)s question in the last 24 hours has no reply. <a href=""/get-involved"">Learn how to help solve it!</a>"	"Naamne %(recent_unanswered_count)s nder waktuuji 24 cakkitiiɗi ɗii alaa jaabawol. <a href=""/get-involved"">Humpito hol no mballirtaa ñawndude ɗe!</a>"
%(reviewer)s has approved the revision to the document %(document_title)s.	%(reviewer)s jaɓii baylital fiilannde %(document_title)s.
%(reviewer)s has approved your revision to the document %(document_title)s.	%(reviewer)s jaɓii baylital maa fiilannde %(document_title)s.
%(reviewer)s has reviewed your revision to the document %(document_title)s.	%(reviewer)s ƴeewtaama baylital maa fiilannde %(document_title)s.
%(serviceName)s wants the following information from your account:	%(serviceName)s ena yiɗi heɓde ngooɗoo humpito baɗte konte maa:
%(stateCode)s, %(country)s (estimated)	%(stateCode)s, %(country)s (e ko hiisaa)
%(translatedTimeAgo)s	%(translatedTimeAgo)s
%(translatedTimeAgo)s in %(translatedCountry)s	%(translatedTimeAgo)s nder %(translatedCountry)s
%(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	%(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
%(uaBrowser)s on %(uaOS)s	%(uaBrowser)s e %(uaOS)s
%(uaBrowser)s on %(uaOS)s %(uaOSVersion)s	%(uaBrowser)s e %(uaOS)s %(uaOSVersion)s
%02S:%02S:%02S.%03S	%02S:%02S:%02S.%03S
%1$.02f/5	%1$.02f/5
%1$S  [%2$S]	%1$S  [%2$S]
%1$S %2$S	%1$S %2$S
%1$S %2$S	%2$S %1$S
%1$S %2$S %3$S nightly	%1$S %2$S %3$S jammawol
%1$S %2$S (cached)	%1$S %2$S (mogginaa)
%1$S %2$S (cached, service worker)	%1$S %2$S (mogginaa, sarwiis golloowo)
%1$S %2$S (service worker)	%1$S %2$S (sarwiis golloowo)
%1$S %2$S left	%1$S %2$S heddii
%1$S %2$S of %3$S %4$S	%1$S %2$S e nder %3$S %4$S
%1$S (%2$S %3$S)	%1$S (%2$S %3$S)
%1$S (%2$S)	%1$S (%2$S)
%1$S (Custom)	%1$S (Peŋtoro)
%1$S *	%1$S*
%1$S - %2$S	%1$S - %2$S
%1$S Application ID %2$S - InBrowserElement %3$S	%1$S ID Jaaɓnirgal %2$S - InBrowserElement %3$S
%1$S Provider	Dokkiroowo %1$S
%1$S [%2$S]	%1$S [%2$S]
%1$S \u2014  %2$S	%1$S —  %2$S
%1$S \u2014 %2$S	%1$S — %2$S
%1$S added to %2$S	%1$S ɓeydaama e %2$S
%1$S automatically sends some data to %2$S so that we can improve your experience.	%1$S neldat keɓe seeɗa e jaajol to %2$S ngam min mbaawa ƴellitde dawtol maa.
%1$S could not be verified for use in %2$S and has been disabled.	%1$S horiima ƴeewteede ngam huutoraade e %2$S tee daaƴaama kisa.
%1$S could not be verified for use in %2$S. Proceed with caution.	%1$S horiima ƴeewteede ngam huutoraade e %2$S. Waɗtu heen hakkille.
%1$S file downloading;%1$S files downloading	%1$S gawtagol fiilde;%1$S gawtagol piille
%1$S has been added to %2$S.	%1$S ɓeydaama e %2$S.
%1$S has been disabled due to security or stability issues.	%1$S daaƴaama sabu caɗe kisal walla jamɗugol.
%1$S has cache-control set to no-store. This will prevent the application cache from storing the file at line %2$S.	%1$S ina jogii yuurnito moggiingo nanngiraango no mooftaaka. Ɗuum maa haɗ jaaɓnirgal moggingal mooftude fiilde to diidol %2$S.
%1$S has prevented this site from installing an unverified add-on.	%1$S haɗii ndee lowre aafde ɓeydital ngam ƴeewtaaka.
%1$S is deprecated. Please use %2$S instead	%1$S koko woppaa. Tiiɗno huutoro %2$S wadde
%1$S is greater than maximum allowed: %2$S.	%1$S yawtii yumre rowrowre yamiraande: %2$S.
%1$S is incompatible with %2$S %3$S.	%1$S jaaɓdaani e %2$S %3$S.
%1$S is known to be vulnerable and should be updated.	%1$S ena anndiraa yaafde kisal tee ena foti yesɗitineede.
%1$S is known to be vulnerable and should be updated.	%1$S ena yaafi kisal tee ena foti yesɗitineede.
%1$S is known to be vulnerable. Use with caution.	%1$S ena anndiraa yaafde kisal. Huutoro jamajam.
%1$S is known to be vulnerable. Use with caution.	%1$S ena anndiraa yaafde kisal. Huutoro jamjam.
%1$S is known to cause security or stability issues.	%1$S ena anndiraa addude caɗe kisal walla jamɗugol.
%1$S is requesting extended information about your security key, which may affect your privacy.\n\n%2$S can anonymize this for you, but the website might decline this key. If declined, you can try again.	%1$S ina ɗaɓɓi kabaruuji jaajɗi paatuɗi e coktigal maa kisal, huunde waawnde waylude kisal maa.\n\n%2$S ina waawi suuɗande ma ɗuum, kono lowre geese ndee ina waawi salaade coktirgal ngal. So salaama, aɗa waawi ennditde.
%1$S is requesting your username and password.	%1$S ena naamnii innde kuutoro maa e finnde.
%1$S is requesting your username and password. WARNING: Your password will not be sent to the website you are currently visiting!	%1$S ena naamnii innde kuutoro maa e finnde. WARNING: Finnde maa neldetaake to lowre nde njilloto-ɗaa ndee!
%1$S is smaller than minimum allowed: %2$S.	%1$S jaasii yumre leslesre yamiraande: %2$S.
%1$S is unable to connect with %2$S right now.	%1$S horiima seŋaade e %2$S oo sahaa.
%1$S is upgrading an insecure display request ‘%2$S’ to use ‘%3$S’	%1$S ina hesɗitina ɗaɓɓaande ‘%2$S’ ɗisgol nde hisaani ngam huutoraade ‘%3$S’
%1$S left	%1$S heddii
%1$S of %2$S	%1$S e nder %2$S
%1$S of %2$S %3$S	%1$S e nder %2$S %3$S
%1$S points to a resource that is not available at line %2$S.	%1$S joopii ko ɓurnorde nde heɓotaako e gorol %2$S.
%1$S resource	%1$S ɓultooje
%1$S rule not allowed within @media or @-moz-document rule.	Doosgal %1$S wellitaaka e ndeer doosgal @media or @-moz-document
%1$S will be disabled after you restart %2$S.	%1$S maa daaƴe caggal kurmintial %2$S.
%1$S will be enabled after you restart %2$S.	%1$S maa daaƴte caggal kurmintial %2$S.
%1$S will be installed after you restart %2$S.	%1$S maa aafe caggal kurmintial %2$S.
%1$S will be installed after you restart %2$S.	%1$S maa aafoye caggal nde puɗɗitiɗaa %2$S.
%1$S will be installed shortly.	%1$S maa aafe ko leelaani.
%1$S will be uninstalled after you restart %2$S.	%1$S maa loowte caggal kurmintial %2$S.
%1$S will be updated after you restart %2$S.	%1$S maa hesɗitine caggal kurmintial %2$S.
%1$S would like to change your default search engine from %2$S to %3$S. Is that OK?	%1$S ena yiɗi waylude yiylorde maa woowaande %2$S waɗta %3$S. A yamirii?
%1$S%2$S	%1$S%2$S
%1$S, %2$S\nClick to toggle the developer tools.	%1$S, %2$S\nƁuɗɗo ngam toggilaade kuutorɗe topotooɗo.
%1$S/%2$S  [%3$S]	%1$S/%2$S  [%3$S]
%1$S/%2$S (%3$S)	%1$S/%2$S (%3$S)
%1$S: %2$S	%1$S: %2$S
%1$S: %2$S is not a valid CSS color.	%1$S: %2$S wonaa goobol CSS jaaliiɗo.
%1$S: %2$Sms	%1$S: %2$Sms
%1$S: You can customize %2$S to work the way you do. Simply drag any of the above to the menu or toolbar. %3$S about customizing %2$S.	%1$S: aɗa waawi heertinde %2$S hono ngollorto-ɗaa nih. hoybitin daasgol kala ko feewti e dosu e palal kaɓirɗe. %3$S ko feewi e keertingol %2$S.
%1$S:%2$S	%1$S:%2$S
%1$S’s %2$S on %3$S	%1$S mo %2$S e %3$S
%1$d	%1$d
%1$d new permissions are required	%1$d jamirooje kese ina naamnaa
%1$d of %2$d	%1$d nder %2$d
%1$d out of %2$d	%1$d e nder %2$d
%1$d selected	%1$d labaama
%1$d selected	suɓaama %1$d
%1$d/%2$d	%1$d/%2$d
%1$s add-ons	%1$s ɓeyditte
%1$s can close tabs you haven’t viewed over the past month.	%1$s ena waawi uddude tabbe ɗe a yillaaki e lewru ɓennundu nduu.
%1$s can’t download this file type	%1$s waawaa aawtaade sifaa ndee fiilde
%1$s has a new update	%1$s ina jogii hesɗitinal kesal
%1$s has been added to %2$s	%1$s ɓeydaama e %2$s
%1$s is produced by Mozilla.	Ko Mozilla jibini %1$s
%1$s is requesting your username and password.	%1$s ena naamnii innde kuutoro maa e finnde.
%1$s on %2$s %3$s	%1$s dow %2$s%3$s
%1$s’s %2$s ID	%1$s's %2$s ID
%2$S could not be installed because %1$S cannot modify the needed file.	%2$S horiima aafeede sabu %1$S waawaa waylude fiilde soklaande ndee.
%2$S has blocked “%1$S” for your protection.	"%2$S faliima ""%1$S"" ngam kisal maa."
%2$S is requesting your username and password. The site says: “%1$S”	%2$S ena naamnii innde kuutoro maa e finnde. Lowre ndee wiyi: “%1$S”
%2$S — %1$S	%2$S — %1$S
%2$S: protocol requires a host in ‘%1$S’ directives	%2$S: jaɓɓitorde ena naamnii koɗnol e joofanɗe ‘%1$S’
%2$S: wildcard sources in ‘%1$S’ directives must include at least one non-generic sub-domain (e.g., *.example.com rather than *.com)	%2$S: wildcard sources in ‘%1$S’ directives must include at least one non-generic sub-domain (e.g., *.example.com rather than *.com)
%2$s is requesting your username and password. The site says: “%1$s”	%2$s ena naamnii innde kuutoro maa e finnde. Lowre ndee wiyi: “%1$s”
%3$S could not be installed because it is not compatible with %1$S %2$S.	%3$S horiima aafeede sabu ngal jaaɓdaani %1$S %2$S.
%3$S has prevented the outdated plugin “%1$S” from running on %2$S.	"%3$S haɗii seŋre hiiɗtunde ""%1$S"" hurmude e %2$S."
%3$S has prevented the unsafe plugin “%1$S” from running on %2$S.	"%3$S haɗii seŋre nde hisaani ""%1$S"" hurmude e %2$S."
%3$S — %1$S (%2$S)	%3$S — %1$S (%2$S)
%4$S — %1$S (%2$S %3$S/sec)	%4$S — %1$S (%2$S %3$S/maj)
%MOZ_APP_DISPLAYNAME% Update	Kesɗitingol %MOZ_APP_DISPLAYNAME%
%MOZ_APP_DISPLAYNAME% is installing your updates and will start in a few moments…	%MOZ_APP_DISPLAYNAME% woni ko e aafde kesɗitinal maa etee maa hurmit ko ɓooyaani…
%S	%S
%S %S	%S %S
%S &Options	%S &Cuɓe
%S &Safe Mode	%S &Mbaydi koolnol
%S (%S Image)	%S (%S Natal)
%S (%S Image, %S\u00A0\u00D7\u00A0%S pixels)	%S (%S Natal, %S x %S piksele)
%S (%S Object)	%S (%S Piiyol)
%S (%S)	%S (%S)
%S (application)	%S (jaaɓnirgal)
%S (camera and application)	%S (kameraa e jaaɓnirgal)
%S (camera and microphone)	%S (kameraa e mikkoroo)
%S (camera and screen)	%S (kameraa e yaynirde)
%S (camera and tab audio)	%S (kameraa e tabbere ojoo)
%S (camera and tab)	%S (kameraa e tabbere)
%S (camera and window)	%S (kameraa e henorde)
%S (camera)	%S (kameraa)
%S (camera, microphone and application)	%S (kameraa, mikkoroo e jaaɓnirgal)
%S (camera, microphone and screen)	%S (kameraa, mikkoroo e yaynirde)
%S (camera, microphone and tab)	%S (kameraa, mikkoroo e tabbere)
%S (camera, microphone and window)	%S (kameraa, mikkoroo e henorde)
%S (camera, tab audio and application)	%S (kameraa, tabbere ojoo e jaaɓnirgal)
%S (camera, tab audio and screen)	%S (kameraa, tabbere ojoo e yaynirde)
%S (camera, tab audio and tab)	%S (kameraa, tabbere ojoo e henorde)
%S (camera, tab audio and window)	%S (kameraa, tabbere ojoo e henorde)
%S (default)	%S (goowaaɗo)
%S (default)	Huutoro %S (goowaaɗo)
%S (default)	Huutoro %S (woowraa)
%S (microphone and application)	%S (mikkoroo e jaaɓnirgal)
%S (microphone and screen)	%S (mikkoroo e yaynirde)
%S (microphone and tab)	%S (mikkoroo e tabbere)
%S (microphone and window)	%S (mikkoroo e henorde)
%S (microphone)	%S (mikkoroo)
%S (screen)	%S (yaynirde)
%S (tab audio and application)	%S (tabbere ojoo e jaaɓnirgal)
%S (tab audio and screen)	%S (tabbere ojoo e yaynirde)
%S (tab audio and tab)	%S (tabbere ojoo e tabbere)
%S (tab audio and window)	%S (tabbere ojoo e henorde)
%S (tab audio)	%S (tabbere ojoo)
%S (tab)	%S (tabbere)
%S (window)	%S (henorde)
%S - %S	%S - %S
%S - CSS Animation	%S - CSS Guurniral
%S - CSS Transition	%S - CSS Ɓoodal
%S - Jump here	%S - Diw ɗoo
%S - Script Animation	%S - eskiripte guurniral
%S - Sharing Indicator	%S - Jooporde Lollingol
%S / %S transferred	%S / %S ɓenninaama
%S = %S	%S = %S
%S = %S	%S=%S
%S B	%S B
%S Container Preferences	Cuɓoraaɗe Mooftirɗe %S
%S Find in files	%S Yiylo nde piille
%S GB	%S GB
%S Go to file	%S Yah to fiilde
%S Image	%S Natal
%S Image (animated, %S frames)	%S Natal (dillinangal, %S kaareeje)
%S KB	%S KB
%S KB (%S bytes)	%S KB (%S bite)
%S Live Bookmarks	%S e tolbec maantore
%S MB	%S MB
%S Search	Njiilaw %S
%S Updated	%S Hesɗitii
%S added	%S ɓeydaama
%S already exists.\nDo you want to replace it?	%S ena woodi tawo.\nAɗa yiɗi lomtinde-nde?
%S can not allow permanent access to your screen.	%S waawaa yamirde jettagol duumingol e yaynirde maa.
%S can not allow permanent access to your tab’s audio without asking which tab to share.	%S waawaa yamirde jettagol duumingol e hito tabbere maa tawi naamndaaki hol tabbe lollintee.
%S can save your address and credit card information.	%S ina waawi daɗndude ñiiɓirde e kabaruuji kartal keredi.
